Key,LocID,AP_NAME,ALIAS,Facility Type,FAA REGION,COUNTY,CITY,STATE,AP Type,Latitude,Longitude,Boundary Data Available
473,TYL,TAYLOR,Taylor Municipal Airport,Airport,AWP,NAVAJO,TAYLOR,AZ,Public Use,34.452722,-110.115028,Yes
947,JZP,PICKENS COUNTY,Pickens County Airport,Airport,ASO,PICKENS,JASPER,GA,Public Use,34.453472,-84.457222,Yes
963,CZL,TOM B. DAVID FLD,Tom B David Field,Airport,ASO,GORDON,CALHOUN,GA,Public Use,34.45545,-84.939162,Yes
2705,1O8,TIPTON MUNI,Tipton Municpal Airport,Airport,ASW,TILLMAN,TIPTON,OK,Public Use,34.458625,-99.171333,Yes
2656,DUC,HALLIBURTON FIELD,Halliburton Field,Airport,ASW,STEPHENS,DUNCAN,OK,Public Use,34.471306,-97.959861,Yes
295,4A9,ISBELL FIELD,Isbell Field,Airport,ASO,DE KALB,FORT PAYNE,AL,Public Use,34.473694,-85.721389,Yes
385,HOT,MEMORIAL FIELD,Hot Springs Memorial Field,Airport,ASW,GARLAND,HOT SPRINGS,AR,Public Use,34.478028,-93.096222,Yes
2363,FSU,FORT SUMNER MUNI,Fort Sumner Municipal Airport,Airport,ASW,DE BACA,FORT SUMNER,NM,Public Use,34.487771,-104.216948,Yes
4746,N21,HOLLY RIDGE/TOPSAIL ISLAND,,Airport,ASO,ONSLOW,HOLLY RIDGE,NC,Public Use,34.491,-77.531079,No
2004,01M,TISHOMINGO COUNTY,Tishomingo County Airport,Airport,ASO,TISHOMINGO,BELMONT,MS,Public Use,34.491667,-88.201111,Yes
2897,AND,ANDERSON RGNL,Anderson Regional Airport,Airport,ASO,ANDERSON,ANDERSON,SC,Public Use,34.494583,-82.709389,Yes
919,AJR,HABERSHAM COUNTY,Habersham County Airport,Airport,ASO,HABERSHAM,CORNELIA,GA,Public Use,34.499848,-83.55667,Yes
483,L70,AGUA DULCE,Agua Dulce Air Park,Airport,AWP,LOS ANGELES,AGUA DULCE,CA,Public Use,34.502569,-118.314644,Yes
2926,LUX,LAURENS COUNTY,Laurens County Airport,Airport,ASO,LAURENS,LAURENS,SC,Public Use,34.507056,-81.947194,Yes
5009,F09,OLUSTEE MUNI,,Airport,ASW,JACKSON,OLUSTEE,OK,Public Use,34.512574,-99.429533,No
471,SJN,ST JOHNS INDUSTRIAL AIR PARK,Saint Johns Industrial Air Park,Airport,AWP,APACHE,ST JOHNS,AZ,Public Use,34.518556,-109.37875,Yes
2699,F30,SULPHUR MUNI,Sulphur Municipal Airport,Airport,ASW,MURRAY,SULPHUR,OK,Public Use,34.524533,-96.989739,Yes
4107,49X,CHEMEHUEVI VALLEY,,Airport,AWP,SAN BERNARDINO,CHEMEHUEVI VALLEY,CA,Public Use,34.528889,-114.431972,No
340,7M3,BEARCE,Bearce Airport,Airport,ASW,MONTGOMERY,MOUNT IDA,AR,Public Use,34.529081,-93.529424,Yes
4988,08F,CITY OF COALGATE,,Airport,ASW,COAL,COALGATE,OK,Public Use,34.531759,-96.233054,No
4840,M10,MOUNTAINAIR MUNI,,Airport,ASW,TORRANCE,MOUNTAINAIR,NM,Public Use,34.533333,-106.223889,No
2089,3W6,BLADENBORO,Bladenboro Airport,Airport,ASO,BLADEN,BLADENBORO,NC,Public Use,34.542861,-78.778167,Yes
386,MEZ,MENA INTERMOUNTAIN MUNI,Mena Intrmountain Muncpl Airport,Airport,ASW,POLK,MENA,AR,Public Use,34.545389,-94.202639,Yes
2640,97F,CRAZY HORSE MUNI,Crazy Horse Municipal Airport,Airport,ASW,MURRAY,DAVIS,OK,Public Use,34.546475,-97.108353,Yes
1988,M72,NEW ALBANY-UNION CO,New Albany-Union Co Airport,Airport,ASO,UNION,NEW ALBANY,MS,Public Use,34.54901,-89.024436,Yes
5092,9W9,CLIO CROP CARE,,Airport,ASO,MARLBORO,CLIO,SC,Public Use,34.561417,-79.538083,No
3160,T55,DIMMITT MUNI,Dimmitt Municipal Airport,Airport,ASW,CASTRO,DIMMITT,TX,Public Use,34.566736,-102.322695,Yes
3125,I06,CITY OF TULIA/SWISHER COUNTY MUNI,Tulia/Swisher County Muni Airport,Airport,ASW,SWISHER,TULIA,TX,Public Use,34.566825,-101.781461,Yes
2667,LAW,LAWTON-FORT SILL RGNL,Lawton-Fort Sill Reg'l Airport,Airport,ASW,COMANCHE,LAWTON,OK,Public Use,34.567714,-98.416637,Yes
448,HII,LAKE HAVASU CITY,Lake Havasu City Airport,Airport,AWP,MOHAVE,LAKE HAVASU CITY,AZ,Public Use,34.571111,-114.358278,Yes
485,APV,APPLE VALLEY,Apple Valley Airport,Airport,AWP,SAN BERNARDINO,APPLE VALLEY,CA,Public Use,34.575333,-117.186194,Yes
413,HEE,THOMPSON-ROBBINS,Thompson-Robbins Airport,Airport,ASW,PHILLIPS,HELENA/WEST HELENA,AR,Public Use,34.5765,-90.675889,Yes
4074,2A6,HOLLY GROVE MUNI,,Airport,ASW,MONROE,HOLLY GROVE,AR,Public Use,34.582444,-91.165222,No
4211,9A0,LUMPKIN COUNTY-WIMPYS,,Airport,ASO,LUMPKIN,DAHLONEGA,GA,Public Use,34.583139,-84.019972,No
402,SUZ,SALINE COUNTY RGNL,Saline County Regional Airport,Airport,ASW,SALINE,BENTON,AR,Public Use,34.5904,-92.479436,Yes
1943,8M1,BOONEVILLE/BALDWYN,Booneville Baldwin Airport,Airport,ASO,PRENTISS,BOONEVILLE/BALDWYN,MS,Public Use,34.591861,-88.6485,Yes
962,TOC,TOCCOA RG LETOURNEAU FIELD,Toccoa Airport,Airport,ASO,STEPHENS,TOCCOA,GA,Public Use,34.592812,-83.296372,Yes
423,E51,BAGDAD,Bagdad Airport,Airport,AWP,YAVAPAI,BAGDAD,AZ,Public Use,34.595853,-113.170195,Yes
665,VCV,SOUTHERN CALIFORNIA LOGISTICS,Southern Calif Logistics Airport,Airport,AWP,SAN BERNARDINO,VICTORVILLE,CA,Public Use,34.597472,-117.383,Yes
411,SGT,STUTTGART MUNI,Stuttgart Municipal Airport,Airport,ASW,PRAIRIE,STUTTGART,AR,Public Use,34.599479,-91.575,Yes
2100,EYF,CURTIS L BROWN JR FIELD,Curtis L Brown Jr Field Airport,Airport,ASO,BLADEN,ELIZABETHTOWN,NC,Public Use,34.601804,-78.579271,Yes
4848,N17,VAUGHN MUNI,,Airport,ASW,GUADALUPE,VAUGHN,NM,Public Use,34.60458,-105.191822,No
657,IZA,SANTA YNEZ,Santa Ynez Airport,Airport,AWP,SANTA BARBARA,SANTA YNEZ,CA,Public Use,34.606806,-120.075562,Yes
2126,LBT,LUMBERTON MUNI,Lumberton Municipal Airport,Airport,ASO,ROBESON,LUMBERTON,NC,Public Use,34.609806,-79.059556,Yes
2930,BBP,MARLBORO COUNTY JETPORT - H.E. AVENT FIELD,Marlboro County Airport,Airport,ASO,MARLBORO,BENNETTSVILLE,SC,Public Use,34.621709,-79.734359,Yes
5015,4O1,SNYDER,,Airport,ASW,TILLMAN,SNYDER,OK,Public Use,34.627722,-99.014,No
916,49A,GILMER COUNTY,Gilmer County Airport,Airport,ASO,GILMER,ELLIJAY,GA,Public Use,34.628222,-84.526583,Yes
619,PMD,PALMDALE USAF PLANT 42,La/Palmdale Regional Airport,Airport,AWP,LOS ANGELES,PALMDALE,CA,Public Use,34.629389,-118.084553,Yes
294,HSV,HUNTSVILLE INTL-CARL T JONES FIELD,Huntsville Int'l Airport,Airport,ASO,MADISON,HUNTSVILLE,AL,Federalized/Commercial,34.637194,-86.775056,Yes
2349,E80,ALEXANDER MUNI,Alexander Municipal Airport,Airport,ASW,VALENCIA,BELEN,NM,Public Use,34.645198,-106.833696,Yes
4069,4M8,CLARENDON MUNI,,Airport,ASW,MONROE,CLARENDON,AR,Public Use,34.646589,-91.394717,No
318,DCU,PRYOR FIELD RGNL,Pryor Field,Airport,ASO,LIMESTONE,DECATUR,AL,Public Use,34.654056,-86.945361,Yes
5133,X54,BENGER AIR PARK,,Airport,ASW,PARMER,FRIONA,TX,Public Use,34.654234,-102.691881,No
436,PRC,ERNEST A. LOVE FIELD,Ernest A Love Field,Airport,AWP,YAVAPAI,PRESCOTT,AZ,Federalized/Commercial,34.654444,-112.419611,Yes
4060,9A4,COURTLAND,,Airport,ASO,LAWRENCE,COURTLAND,AL,Public Use,34.659417,-87.348917,No
580,LPC,LOMPOC,Lompoc Airport,Airport,AWP,SANTA BARBARA,LOMPOC,CA,Public Use,34.665619,-120.467503,Yes
2006,30M,TUNICA,Tunica Airport,Airport,ASO,TUNICA,TUNICA,MS,Public Use,34.666768,-90.366765,Yes
2935,CEU,OCONEE COUNTY RGNL,Oconee County Regional Airport,Airport,ASO,OCONEE,CLEMSON,SC,Public Use,34.672222,-82.885889,Yes
5098,T73,KIRK AIR BASE,,Airport,ASO,LANCASTER,LANCASTER,SC,Public Use,34.674317,-80.682291,No
4675,UTA,TUNICA MUNI,,Airport,ASO,TUNICA,TUNICA,MS,Federalized/Commercial,34.685056,-90.347778,No
2949,35A,"UNION COUNTY, TROY SHELTON FIELD",Union County Airport,Airport,ASO,UNION,UNION,SC,Public Use,34.686953,-81.641167,Yes
883,9A5,BARWICK LAFAYETTE,Barwick Lafayette Airport,Airport,ASO,WALKER,LAFAYETTE,GA,Public Use,34.688479,-85.290332,Yes
321,4A6,SCOTTSBORO MUNI-WORD FIELD,Scottsboro Municipal Airport,Airport,ASO,JACKSON,SCOTTSBORO,AL,Public Use,34.688711,-86.005925,Yes
2617,AXS,ALTUS/QUARTZ MOUNTAIN RGNL,Altus Municipal Airport,Airport,ASW,JACKSON,ALTUS,OK,Public Use,34.698806,-99.338472,Yes
2662,O35,HOLLIS MUNI,Hollis Municipal Airport,Airport,ASW,HARMON,HOLLIS,OK,Public Use,34.705306,-99.908556,Yes
2702,6F1,TALIHINA MUNI,Talihina Municipal Airport,Airport,ASW,LATIMER,TALIHINA,OK,Public Use,34.707771,-95.073786,Yes
2681,PVJ,PAULS VALLEY MUNI,Pauls Valley Municipal Airport,Airport,ASW,GARVIN,PAULS VALLEY,OK,Public Use,34.709563,-97.223346,Yes
2903,CQW,CHERAW MUNI/LYNCH BELLINGER FIELD,Cheraw Municipal Airport,Airport,ASO,CHESTERFIELD,CHERAW,SC,Public Use,34.712861,-79.957,Yes
2152,N22,SKY MANOR,Sky Manor Airport,Airport,ASO,ONSLOW,JACKSONVILLE,NC,Public Use,34.716832,-77.592193,Yes
2112,ACZ,HENDERSON FIELD,Henderson Field,Airport,ASO,PENDER,WALLACE,NC,Public Use,34.717866,-78.00388,Yes
2000,25M,RIPLEY,Ripley Airport,Airport,ASO,TIPPAH,RIPLEY,MS,Public Use,34.722735,-89.014696,Yes
2925,LKR,LANCASTER COUNTY-MC WHIRTER FIELD,Lancaster County Airport,Airport,ASO,LANCASTER,LANCASTER,SC,Public Use,34.722904,-80.85459,Yes
903,DNN,DALTON MUNI,Dalton Municipal Airport,Airport,ASO,WHITFIELD,DALTON,GA,Public Use,34.722944,-84.87025,Yes
334,LIT,ADAMS FIELD,Little Rock National Airport,Airport,ASW,PULASKI,LITTLE ROCK,AR,Federalized/Commercial,34.729444,-92.224778,Yes
433,P52,COTTONWOOD,Cottonwood Airport,Airport,AWP,YAVAPAI,COTTONWOOD,AZ,Public Use,34.730056,-112.035139,Yes
2129,MRH,MICHAEL J. SMITH FIELD,Michael J Smith Field,Airport,ASO,CARTERET,BEAUFORT,NC,Public Use,34.733543,-76.660585,Yes
3252,F21,MEMPHIS MUNI,Memphis Municipal Airport,Airport,ASW,HALL,MEMPHIS,TX,Public Use,34.739589,-100.529701,Yes
548,WJF,GENERAL WM J FOX AIRFIELD,General William J Fox Airfield,Airport,AWP,LOS ANGELES,LANCASTER,CA,Public Use,34.741056,-118.218639,Yes
2937,PYG,PAGELAND,Pageland Airport,Airport,ASO,CHESTERFIELD,PAGELAND,SC,Public Use,34.742139,-80.345194,Yes
315,MSL,NORTHWEST ALABAMA RGNL,Northwest Alabama Regional Airport,Airport,ASO,COLBERT,MUSCLE SHOALS,AL,Federalized/Commercial,34.745306,-87.610222,Yes
311,3M5,MOONTOWN,Moontown Airport,Airport,ASO,MADISON,HUNTSVILLE,AL,Public Use,34.747361,-86.460972,Yes
2909,GYH,DONALDSON CENTER,Donaldson Center Airport,Airport,ASO,GREENVILLE,GREENVILLE,SC,Public Use,34.758306,-82.376417,Yes
366,6M0,HAZEN MUNI,Hazen Municipal Airport,Airport,ASW,PRAIRIE,HAZEN,AR,Public Use,34.759214,-91.638046,Yes
2377,E98,MID VALLEY AIRPARK,Mid Valley Airpark,Airport,ASW,VALENCIA,LOS LUNAS,NM,Public Use,34.759778,-106.745304,Yes
4833,E92,ESTANCIA MUNI,,Airport,ASW,TORRANCE,ESTANCIA,NM,Public Use,34.763393,-106.041406,No
605,EED,NEEDLES,Needles Airport,Airport,AWP,SAN BERNARDINO,NEEDLES,CA,Public Use,34.766347,-114.62328,Yes
1975,15M,IUKA,Iuka Airport,Airport,ASO,TISHOMINGO,IUKA,MS,Public Use,34.772313,-88.165874,Yes
380,6M7,MARIANNA/LEE COUNTY-STEVE EDWARDS FIELD,Marianna-Lee County Airport,Airport,ASW,LEE,MARIANNA,AR,Public Use,34.78275,-90.809972,Yes
2904,DCM,CHESTER CATAWBA RGNL,Chester Catawba Regional,Airport,ASO,CHESTER,CHESTER,SC,Public Use,34.789333,-81.195778,Yes
2124,MEB,LAURINBURG-MAXTON,Laurinburg Maxton Airport,Airport,ASO,SCOTLAND,MAXTON,NC,Public Use,34.792174,-79.365895,Yes
4670,H75,"HERNANDO VILLAGE AIRPARK, INC",,Airport,ASO,DE SOTO,HERNANDO,MS,Public Use,34.798154,-90.037036,No
2616,ADH,ADA MUNI,Ada Municipal Airport,Airport,ASW,PONTOTOC,ADA,OK,Public Use,34.804262,-96.6712,Yes
4671,M41,HOLLY SPRINGS-MARSHALL COUNTY,,Airport,ASO,MARSHALL,HOLLY SPRINGS,MS,Public Use,34.804361,-89.521111,No
347,4M3,CARLISLE MUNI,Carlisle Municipal Airport,Airport,ASW,LONOKE,CARLISLE,AR,Public Use,34.808222,-91.712111,Yes
2938,LQK,PICKENS COUNTY,Pickens County Airport,Airport,ASO,PICKENS,PICKENS,SC,Public Use,34.809972,-82.702889,Yes
2083,OAJ,ALBERT J ELLIS,Albert J Ellis Airport,Airport,ASO,ONSLOW,JACKSONVILLE,NC,Public Use,34.829167,-77.612139,Yes
391,ORK,NORTH LITTLE ROCK MUNI,North Little Rock Municipal Airport,Airport,ASW,PULASKI,NORTH LITTLE ROCK,AR,Public Use,34.833139,-92.254139,Yes
3245,F06,MARIAN AIRPARK,Marian Airpark,Airport,ASW,COLLINGSWORTH,WELLINGTON,TX,Public Use,34.845611,-100.195948,Yes
2915,GMU,GREENVILLE DOWNTOWN,Greenville Downtown Airport,Airport,ASO,GREENVILLE,GREENVILLE,SC,Public Use,34.847944,-82.35,Yes
465,SEZ,SEDONA,Sedona Airport,Airport,AWP,YAVAPAI,SEDONA,AZ,Public Use,34.848583,-111.788444,Yes
2668,1K2,LINDSAY MUNI,Lindsay Municipal Airport,Airport,ASW,GARVIN,LINDSAY,OK,Public Use,34.849451,-97.585292,Yes
490,DAG,BARSTOW-DAGGETT,Barstow-Daggett Airport,Airport,AWP,SAN BERNARDINO,DAGGETT,CA,Public Use,34.853722,-116.786694,Yes
887,DZJ,BLAIRSVILLE,Blairsville Airport,Airport,ASO,UNION,BLAIRSVILLE,GA,Public Use,34.854426,-83.997325,Yes
3204,HRX,HEREFORD MUNI,Hereford Municipal Airport,Airport,ASW,DEAF SMITH,HEREFORD,TX,Public Use,34.860675,-102.325899,Yes
302,MDQ,MADISON COUNTY EXECUTIVE/TOM SHARP JR FLD,Madison County Executive Airport,Airport,ASO,MADISON,HUNTSVILLE,AL,Public Use,34.861417,-86.557472,Yes
4748,N52,JAARS-TOWNSEND,,Airport,ASO,UNION,WAXHAW,NC,Public Use,34.863817,-80.747983,No
640,L00,ROSAMOND SKYPARK,Rosamond Skypark Airport,Airport,AWP,KERN,ROSAMOND,CA,Public Use,34.8705,-118.205417,Yes
414,M27,WALDRON MUNI,Waldron Municipal Airport,Airport,ASW,SCOTT,WALDRON,AR,Public Use,34.876042,-94.109306,Yes
362,M36,FRANK FEDERER MEMORIAL,Frank Federer Memorial Airport,Airport,ASW,MONROE,BRINKLEY,AR,Public Use,34.880274,-91.176441,Yes
2670,MLC,MC ALESTER RGNL,Mcalester Regional Airport,Airport,ASW,PITTSBURG,MC ALESTER,OK,Public Use,34.882389,-95.783472,Yes
326,7A6,STEVENSON,Stevenson Municipal Airport,Airport,ASO,JACKSON,STEVENSON,AL,Public Use,34.886276,-85.803289,Yes
4085,A09,EAGLE AIRPARK,,Airport,AWP,MOHAVE,BULLHEAD CITY,AZ,Public Use,34.888167,-114.616639,No
5008,O14,NEIL'S SKY RANCH,,Airport,ASW,GRADY,NINNEKAH,OK,Public Use,34.890833,-97.998333,No
4755,RCZ,RICHMOND COUNTY,,Airport,ASO,RICHMOND,ROCKINGHAM,NC,Public Use,34.891306,-79.759611,No
5014,2K4,SCOTT FIELD,,Airport,ASW,GREER,MANGUM,OK,Public Use,34.892611,-99.528222,No
4744,2GC,GRAYS CREEK,,Airport,ASO,CUMBERLAND,FAYETTEVILLE,NC,Public Use,34.893692,-78.843531,No
2916,GSP,GREENVILLE SPARTANBURG INTL,Greenville-Spartanburg Int'l Arpt,Airport,ASO,GREENVILLE,GREER,SC,Federalized/Commercial,34.895667,-82.218861,Yes
654,SMX,SANTA MARIA PUB/CAPT G ALLAN HANCOCK FLD,Santa Maria Public Airport,Airport,AWP,SANTA BARBARA,SANTA MARIA,CA,Federalized/Commercial,34.899944,-120.458083,Yes
3307,E34,SMILEY JOHNSON MUNI/BASS FIELD,Clarendon Municipal Airport,Airport,ASW,DONLEY,CLARENDON,TX,Public Use,34.9115,-100.869361,Yes
2001,CRX,ROSCOE TURNER,Corinth-Alcorn County Airport,Airport,ASO,ALCORN,CORINTH,MS,Public Use,34.914968,-88.603484,Yes
2944,SPA,SPARTANBURG DOWNTOWN MEMORIAL,Spartanburg Downtown Mem'l Airport,Airport,ASO,SPARTANBURG,SPARTANBURG,SC,Public Use,34.915722,-81.9565,Yes
292,M38,HAZEL GREEN,Hazel Green Airport,Airport,ASO,MADISON,HAZEL GREEN,AL,Public Use,34.916,-86.647111,Yes
2715,H05,WILBURTON MUNI,Wilburton Municipal Airport,Airport,ASW,LATIMER,WILBURTON,OK,Public Use,34.920031,-95.394003,Yes
2384,SXU,SANTA ROSA ROUTE 66,Santa Rosa Route 66 Airport,Airport,ASW,GUADALUPE,SANTA ROSA,NM,Public Use,34.935672,-104.642564,Yes
4126,L88,NEW CUYAMA,,Airport,AWP,SANTA BARBARA,NEW CUYAMA,CA,Public Use,34.939944,-119.685583,No
444,P14,HOLBROOK MUNI,Holbrook Municipal Airport,Airport,AWP,NAVAJO,HOLBROOK,AZ,Public Use,34.940722,-110.1385,Yes
360,FCY,FORREST CITY MUNI,Forrest City Municipal Airport,Airport,ASW,ST FRANCIS,FORREST CITY,AR,Public Use,34.941998,-90.774966,Yes
4738,CTZ,CLINTON-SAMPSON COUNTY,,Airport,ASO,SAMPSON,CLINTON,NC,Public Use,34.974939,-78.365629,No
1991,OLV,OLIVE BRANCH,Olive Branch Airport,Airport,ASO,DE SOTO,OLIVE BRANCH,MS,Public Use,34.97875,-89.786861,Yes
4057,1M3,ARDMORE,,Airport,ASO,LIMESTONE,ARDMORE,AL,Public Use,34.979083,-86.883278,No
4741,6N9,EAGLES NEST,,Airport,ASO,DUPLIN,POTTERS HILL,NC,Public Use,34.981,-77.699806,No
4838,,MORIARTY,,Airport,ASW,TORRANCE,MORIARTY,NM,Public Use,34.982278,-106.005028,No
5012,3O3,PURCELL MUNI - STEVEN E. SHEPHARD FIELD,,Airport,ASW,MC CLAIN,PURCELL,OK,Public Use,34.98335,-97.382638,No
4762,N46,U S,,Airport,ASO,UNION,WINGATE,NC,Public Use,34.98434,-80.419146,No
2941,UZA,ROCK HILL/YORK CO/BRYANT FIELD,Bryant Field,Airport,ASO,YORK,ROCK HILL,SC,Public Use,34.987833,-81.057167,Yes
2106,FAY,FAYETTEVILLE RGNL/GRANNIS FIELD,Fayetteville Regional Airport,Airport,ASO,CUMBERLAND,FAYETTEVILLE,NC,Federalized/Commercial,34.991222,-78.880278,Yes
2660,HBR,HOBART RGNL,Hobart Regional Airport,Airport,ASW,KIOWA,HOBART,OK,Public Use,34.991306,-99.051389,Yes
2103,DPL,DUPLIN CO,Dublin County Airport,Airport,ASO,DUPLIN,KENANSVILLE,NC,Public Use,35.000056,-77.981694,Yes
4097,A20,SUN VALLEY,,Airport,AWP,MOHAVE,BULLHEAD CITY,AZ,Public Use,35.005639,-114.565028,No
3052,1A3,MARTIN CAMPBELL FIELD,Martin Campbell Field,Airport,ASO,POLK,COPPERHILL,TN,Public Use,35.015806,-84.346833,Yes
2095,EQY,CHARLOTTE-MONROE EXECUTIVE,Monroe Airport,Airport,ASO,UNION,MONROE,NC,Public Use,35.018844,-80.620234,Yes
2137,5W4,P K AIRPARK,P K Airpark,Airport,ASO,HOKE,RAEFORD,NC,Public Use,35.01986,-79.191004,Yes
2084,AFP,ANSON COUNTY -  JEFF CLOUD FIELD,Anson County Airport,Airport,ASO,ANSON,WADESBORO,NC,Public Use,35.020638,-80.077118,Yes
2688,RKR,ROBERT S KERR,Robert S Kerr Airport,Airport,ASW,LE FLORE,POTEAU,OK,Public Use,35.021639,-94.62125,Yes
479,INW,WINSLOW-LINDBERGH RGNL,Winslow-Lindbergh Regional Airport,Airport,AWP,NAVAJO,WINSLOW,AZ,Public Use,35.021694,-110.722917,Yes
3049,CHA,LOVELL FIELD,Chattanooga Metropolitan Airport,Airport,ASO,HAMILTON,CHATTANOOGA,TN,Federalized/Commercial,35.035194,-85.203556,Yes
2348,ABQ,ALBUQUERQUE INTL SUNPORT,Albuquerque Int'l Sunport,Airport,ASW,BERNALILLO,ALBUQUERQUE,NM,Federalized/Commercial,35.040194,-106.609194,Yes
3057,MEM,MEMPHIS INTL,Memphis Int'l Airport,Airport,ASO,SHELBY,MEMPHIS,TN,Federalized/Commercial,35.042417,-89.976667,Yes
5117,FGU,COLLEGEDALE MUNI,,Airport,ASO,HAMILTON,COLLEGEDALE,TN,Public Use,35.04313,-85.021893,No
4754,4W9,PINK HILL,,Airport,ASO,LENOIR,PINK HILL,NC,Public Use,35.050719,-77.736087,No
2619,F68,ANADARKO MUNI,Anadarko Municipal Airport,Airport,ASW,CADDO,ANADARKO,OK,Public Use,35.052194,-98.264056,Yes
5124,54M,WOLF RIVER,,Airport,ASO,FAYETTE,ROSSVILLE,TN,Public Use,35.054024,-89.580026,No
598,MHV,MOJAVE,Mojave Airport,Airport,AWP,KERN,MOJAVE,CA,Public Use,35.058639,-118.150556,Yes
3027,FYM,FAYETTEVILLE MUNI,Fayetteville Municipal Airport,Airport,ASO,LINCOLN,FAYETTEVILLE,TN,Public Use,35.059694,-86.564,Yes
3050,APT,MARION COUNTY-BROWN FIELD,Marion County Airport-Brown Field,Airport,ASO,MARION,JASPER,TN,Public Use,35.060667,-85.585306,Yes
5139,,BUFFALO,,Airport,ASW,RANDALL,AMARILLO,TX,Public Use,35.063889,-101.877583,No
5197,,MAPLES FIELD,,Airport,ASW,RANDALL,CANYON,TX,Public Use,35.064,-101.954611,No
2096,EWN,COASTAL CAROLINA REGIONAL,Coastal Carolina Regional Airport,Airport,ASO,CRAVEN,NEW BERN,NC,Public Use,35.072982,-77.042932,Yes
354,CWS,DENNIS F CANTRELL FIELD,Dennis F Cantrell Field,Airport,ASW,FAULKNER,CONWAY,AR,Public Use,35.080998,-92.424461,Yes
2353,ZUN,BLACK ROCK,Black Rock Airport,Airport,ASW,MC KINLEY,ZUNI PUEBLO,NM,Public Use,35.083227,-108.791777,Yes
2661,F99,HOLDENVILLE MUNI,Holdenville Municipal Airport,Airport,ASW,HUGHES,HOLDENVILLE,OK,Public Use,35.085861,-96.416667,Yes
4070,32A,DANVILLE MUNI,,Airport,ASW,YELL,DANVILLE,AR,Public Use,35.086957,-93.427518,No
5006,O44,MC CASLIN,,Airport,ASW,CLEVELAND,LEXINGTON,OK,Public Use,35.092293,-97.336418,No
2382,1N1,SANDIA AIRPARK ESTATES EAST,Sandia Airpark Estates East Airport,Airport,ASW,SANTA FE,EDGEWOOD,NM,Public Use,35.094611,-106.164556,Yes
2632,CHK,CHICKASHA MUNI,Chickasha Municipal Airport,Airport,ASW,GRADY,CHICKASHA,OK,Public Use,35.097361,-97.967694,Yes
602,L94,MOUNTAIN VALLEY,Mountain Valley Airport,Airport,AWP,KERN,TEHACHAPI,CA,Public Use,35.101078,-118.423139,Yes
2135,W95,OCRACOKE ISLAND,Ocracoke Island Airport,Airport,ASO,HYDE,OCRACOKE,NC,Public Use,35.101163,-75.965965,Yes
612,L52,OCEANO COUNTY,Oceano Airport,Airport,AWP,SAN LUIS OBISPO,OCEANO,CA,Public Use,35.101472,-120.622361,Yes
4743,28A,GOOSE CREEK,,Airport,ASO,UNION,INDIAN TRAIL,NC,Public Use,35.120979,-80.587289,No
2629,86F,CARNEGIE MUNI,Carnegie Municipal Airport,Airport,ASW,CADDO,CARNEGIE,OK,Public Use,35.123622,-98.5752,Yes
670,TSP,TEHACHAPI MUNI,Tehachapi Municipal Airport,Airport,AWP,KERN,TEHACHAPI,CA,Public Use,35.135,-118.439222,Yes
417,AWM,WEST MEMPHIS MUNI,West Memphis Municipal Airport,Airport,ASW,CRITTENDEN,WEST MEMPHIS,AR,Public Use,35.135059,-90.234446,Yes
388,BDQ,MORRILTON MUNI,Morrilton Municipal Airport,Airport,ASW,CONWAY,MORRILTON,AR,Public Use,35.136195,-92.713497,Yes
396,MPJ,PETIT JEAN PARK,Petit Jean Park Airport,Airport,ASW,CONWAY,MORRILTON,AR,Public Use,35.138833,-92.909194,Yes
438,FLG,FLAGSTAFF PULLIAM,Flagstaff Pulliam Airport,Airport,AWP,COCONINO,FLAGSTAFF,AZ,Public Use,35.140306,-111.66925,Yes
669,L17,TAFT-KERN COUNTY,Taft-Kern County Airport,Airport,AWP,KERN,TAFT,CA,Public Use,35.141667,-119.437806,Yes
3274,1E4,PALO DURO,Palo Duro Airport,Airport,ASW,RANDALL,AMARILLO,TX,Public Use,35.143722,-101.839222,Yes
2362,AEG,DOUBLE EAGLE II,Double Eagle Ii Airport,Airport,ASW,BERNALILLO,ALBUQUERQUE,NM,Public Use,35.145167,-106.795167,Yes
345,4M2,BOONEVILLE MUNI,Booneville Municipal Airport,Airport,ASW,LOGAN,BOONEVILLE,AR,Public Use,35.149511,-93.862142,Yes
509,L71,CALIFORNIA CITY MUNI,California City Airport,Airport,AWP,KERN,CALIFORNIA CITY,CA,Public Use,35.15125,-118.016667,Yes
3010,GZS,ABERNATHY FIELD,Abernathy Field,Airport,ASO,GILES,PULASKI,TN,Public Use,35.154083,-87.057056,Yes
2642,1K4,DAVID JAY PERRY,Goldsby David J Perry Airport,Airport,ASW,MC CLAIN,GOLDSBY,OK,Public Use,35.155068,-97.470394,Yes
449,IFP,LAUGHLIN/BULLHEAD INTL,Laughlin/Bullhead Int'l Airport,Airport,AWP,MOHAVE,BULLHEAD CITY,AZ,Public Use,35.155972,-114.559444,Yes
4983,91F,ARROWHEAD,,Airport,ASW,PITTSBURG,CANADIAN,OK,Public Use,35.15635,-95.621253,No
2911,33A,FAIRVIEW,Fairview Airport,Airport,ASO,SPARTANBURG,LANDRUM,SC,Public Use,35.157333,-82.12375,Yes
