city,company,salary,summary,title,parsed_salary
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
New+York,Analytic Recruiting,"$140,000 - $160,000 a year","Statisticians, research and lead purchase of desired software, introduce new technologies such as big data etc....",Director of Predictive Analytics (Statistician),150000.0
